iter	Passed	Remaining
401	18699	92940
402	18740	92866
403	18774	92758
404	18809	92656
405	18849	92577
406	18885	92480
407	18922	92386
408	18956	92279
409	18991	92179
410	19026	92076
411	19062	91979
412	19100	91893
413	19133	91787
414	19168	91683
415	19203	91586
416	19239	91490
417	19271	91379
418	19304	91270
419	19335	91154
420	19367	91038
421	19398	90925
422	19433	90828
423	19467	90723
424	19498	90611
425	19532	90510
426	19565	90406
427	19597	90295
428	19628	90182
429	19661	90075
430	19695	89976
431	19730	89882
432	19766	89793
433	19801	89701
434	19839	89619
435	19870	89508
436	19900	89393
437	19930	89279
438	19962	89173
439	19995	89072
440	20028	88969
441	20061	88869
442	20095	88773
443	20149	88768
444	20204	88762
445	20253	88734
446	20302	88702
447	20353	88684
448	20392	88611
449	20430	88533
450	20464	88439
451	20507	88382
452	20548	88318
453	20589	88252
454	20624	88163
455	20659	88074
456	20694	87984
457	20733	87912
458	20767	87818
459	20832	87860
460	20900	87909
461	20958	87915
462	21003	87869
463	21050	87831
464	21096	87787
465	21133	87709
466	21171	87633
467	21211	87565
468	21253	87506
469	21294	87443
470	21347	87430
471	21388	87367
472	21433	87318
473	21482	87289
474	21519	87209
475	21600	87308
476	21673	87373
477	21747	87445
478	21813	87483
479	21868	87474
480	21936	87516
481	22048	87734
482	22135	87853
483	22198	87875
484	22244	87831
485	22297	87811
486	22341	87759
487	22387	87715
488	22430	87658
489	22467	87577
490	22503	87491
491	22545	87431
492	22583	87358
493	22627	87303
494	22669	87241
495	22710	87177
496	22744	87089
497	22782	87014
498	22824	86953
499	22863	86882
500	22903	86815
501	22943	86746
502	22979	86662
503	23011	86566
504	23048	86489
505	23080	86393
506	23119	86323
507	23152	86227
508	23189	86152
509	23224	86067
510	23259	85984
511	23294	85898
512	23332	85826
513	23374	85767
514	23412	85692
515	23452	85628
516	23490	85554
517	23526	85477
518	23557	85379
519	23590	85289
520	23621	85190
521	23656	85109
522	23691	85027
523	23723	84932
524	23756	84843
525	23798	84787
526	23832	84704
527	23865	84614
528	23899	84530
529	23932	84441
530	23967	84359
531	23998	84266
532	24032	84182
533	24062	84085
534	24093	83989
535	24130	83915
536	24166	83840
537	24199	83753
538	24229	83657
539	24264	83576
540	24298	83494
541	24329	83401
542	24359	83306
543	24389	83210
544	24419	83117
545	24452	83029
546	24488	82957
547	24521	82872
548	24554	82786
549	24588	82707
550	24626	82641
551	24667	82584
552	24713	82542
553	24754	82485
554	24799	82442
555	24842	82390
556	24879	82322
557	24919	82260
558	24957	82194
559	24990	82112
560	25027	82042
561	25060	81958
562	25099	81895
563	25136	81827
564	25173	81757
565	25207	81679
566	25244	81610
567	25284	81552
568	25320	81479
569	25351	81392
570	25387	81320
571	25423	81247
572	25457	81171
573	25493	81100
574	25524	81013
575	25559	80936
576	25591	80853
577	25627	80784
578	25662	80711
579	25696	80634
580	25730	80556
581	25763	80477
582	25798	80404
583	25834	80334
584	25868	80258
585	25907	80198
586	25939	80117
587	25976	80049
588	26011	79978
589	26049	79915
590	26084	79842
591	26121	79776
592	26154	79699
593	26189	79627
594	26222	79548
595	26252	79463
596	26283	79379
597	26316	79301
598	26346	79216
599	26375	79127
600	26411	79058
601	26449	78997
602	26499	78971
603	26555	78962
604	26620	78981
605	26668	78949
606	26707	78889
607	26753	78851
608	26798	78812
609	26849	78787
610	26892	78742
611	26931	78683
612	26974	78635
613	27018	78592
614	27103	78667
615	27166	78678
616	27223	78670
617	27270	78635
618	27318	78600
619	27367	78572
620	27406	78513
621	27457	78487
622	27502	78445
623	27550	78412
624	27609	78410
625	27655	78371
626	27698	78323
627	27744	78284
628	27785	78233
629	27822	78169
630	27858	78101
631	27892	78027
632	27928	77961
633	27963	77890
634	28007	77846
635	28049	77796
636	28085	77730
637	28123	77669
638	28162	77612
639	28203	77559
640	28241	77498
641	28281	77444
642	28327	77404
643	28371	77361
644	28412	77309
645	28454	77258
646	28494	77203
647	28537	77157
648	28575	77096
649	28620	77054
650	28658	76995
651	28704	76956
652	28754	76928
653	28799	76885
654	28847	76853
655	28906	76847
656	28957	76822
657	29013	76810
658	29149	77010
659	29240	77089
660	29281	77034
661	29318	76971
662	29351	76898
663	29387	76833
664	29424	76767
665	29464	76713
666	29498	76643
667	29535	76580
668	29570	76511
669	29602	76436
670	29637	76367
671	29676	76311
672	29713	76249
673	29755	76197
674	29789	76129
675	29826	76065
676	29856	75986
677	29889	75914
678	29920	75837
679	29956	75771
680	29989	75700
681	30021	75626
682	30053	75550
683	30086	75479
684	30124	75421
685	30157	75350
686	30193	75285
687	30227	75216
688	30261	75149
689	30292	75072
690	30326	75003
691	30362	74941
692	30394	74866
693	30427	74797
694	30459	74723
695	30488	74645
696	30523	74579
697	30560	74517
698	30590	74441
699	30626	74379
700	30658	74306
701	30688	74230
702	30722	74161
703	30753	74088
704	30788	74022
705	30825	73962
706	30858	73895
707	30894	73832
708	30928	73767
709	30966	73708
710	31003	73649
711	31038	73585
712	31075	73527
713	31108	73458
714	31142	73391
715	31173	73319
716	31212	73264
717	31243	73192
718	31276	73123
719	31315	73069
720	31355	73018
721	31390	72955
722	31435	72914
723	31472	72857
724	31507	72793
725	31545	72737
726	31579	72671
727	31612	72604
728	31651	72551
729	31684	72483
730	31720	72422
731	31753	72357
732	31786	72289
733	31818	72220
734	31849	72148
735	31885	72089
736	31918	72021
737	31952	71958
738	31985	71891
739	32017	71823
740	32049	71754
741	32079	71682
742	32111	71613
743	32142	71543
744	32173	71472
745	32201	71396
746	32235	71333
747	32267	71265
748	32300	71198
749	32331	71128
750	32362	71060
751	32394	70992
752	32426	70925
753	32457	70855
754	32487	70784
755	32522	70723
756	32554	70655
757	32584	70585
758	32615	70517
759	32648	70451
760	32681	70386
761	32711	70316
762	32745	70253
763	32783	70200
764	32819	70143
765	32858	70092
766	32892	70031
767	32927	69970
768	32965	69917
769	32999	69855
770	33032	69793
771	33069	69737
772	33109	69689
773	33145	69631
774	33179	69568
775	33213	69507
776	33253	69459
777	33294	69413
778	33329	69355
779	33367	69301
780	33407	69253
781	33445	69200
782	33479	69140
783	33511	69074
784	33550	69024
785	33586	68966
786	33621	68908
787	33671	68880
788	33728	68867
789	33773	68829
790	33818	68790
791	33865	68757
792	33901	68700
793	33935	68640
794	33973	68587
795	34010	68532
796	34045	68474
797	34079	68414
798	34117	68364
799	34152	68305
800	34187	68247
801	34219	68182
802	34250	68117
803	34291	68071
804	34326	68014
805	34365	67963
806	34397	67899
807	34430	67839
808	34467	67784
809	34500	67722
810	34534	67663
811	34566	67600
812	34596	67533
813	34628	67470
814	34664	67415
815	34699	67357
816	34756	67342
817	34803	67309
818	34884	67341
819	34930	67306
820	34971	67258
821	35009	67208
822	35049	67159
823	35084	67102
824	35126	67060
825	35173	67026
826	35213	66977
827	35252	66928
828	35296	66888
829	35336	66840
830	35376	66794
831	35421	66755
832	35505	66791
833	35604	66854
834	35710	66930
835	35753	66887
836	35796	66845
837	35834	66793
838	35875	66747
839	35926	66721
840	35967	66674
841	36008	66628
842	36043	66571
843	36079	66516
844	36119	66468
845	36161	66424
846	36198	66370
847	36233	66313
848	36270	66260
849	36307	66207
850	36343	66152
851	36378	66096
852	36409	66031
853	36448	65983
854	36488	65935
855	36524	65880
856	36555	65816
857	36588	65756
858	36620	65694
859	36653	65634
860	36686	65576
861	36722	65521
862	36760	65469
863	36792	65408
864	36826	65351
865	36867	65305
866	36901	65248
867	36936	65192
868	36973	65139
869	37011	65089
870	37051	65042
871	37091	64995
872	37127	64941
873	37164	64889
874	37206	64845
875	37242	64791
876	37276	64733
877	37317	64689
878	37354	64636
879	37393	64589
880	37429	64534
881	37463	64478
882	37503	64430
883	37536	64372
884	37576	64325
885	37614	64275
886	37650	64222
887	37681	64159
888	37714	64101
889	37754	64055
890	37791	64004
891	37828	63952
892	37860	63892
893	37895	63837
894	37929	63780
895	37962	63722
896	37996	63666
897	38033	63615
898	38068	63559
899	38103	63506
900	38137	63449
901	38175	63400
902	38215	63354
903	38251	63301
904	38283	63241
905	38316	63184
906	38347	63122
907	38384	63072
908	38423	63024
909	38461	62975
910	38496	62920
911	38527	62860
912	38557	62799
913	38593	62746
914	38630	62695
915	38664	62639
916	38699	62585
917	38733	62530
918	38771	62482
919	38804	62424
920	38837	62367
921	38872	62314
922	38913	62269
923	38946	62213
924	38981	62160
925	39019	62110
926	39057	62062
927	39091	62007
928	39130	61959
929	39167	61909
930	39200	61852
931	39237	61803
932	39273	61751
933	39312	61704
934	39346	61649
935	39381	61596
936	39416	61543
937	39450	61488
938	39491	61445
939	39534	61405
940	39578	61365
941	39613	61313
942	39650	61262
943	39688	61213
944	39728	61168
945	39767	61121
946	39803	61070
947	39843	61025
948	39879	60975
949	39916	60925
950	39948	60868
951	39979	60808
952	40015	60757
953	40057	60715
954	40113	60694
955	40146	60639
956	40183	60590
957	40248	60582
958	40317	60581
959	40369	60554
960	40411	60511
961	40448	60462
962	40485	60413
963	40521	60362
964	40558	60313
965	40592	60259
966	40630	60210
967	40663	60154
968	40701	60107
969	40736	60054
970	40770	60000
971	40862	60032
972	40913	60003
973	40960	59968
974	41001	59924
975	41040	59879
976	41078	59830
977	41122	59791
978	41168	59755
979	41213	59717
980	41259	59681
981	41303	59642
982	41358	59618
983	41405	59582
984	41451	59547
985	41496	59509
986	41535	59462
987	41570	59411
988	41613	59369
989	41671	59349
990	41749	59359
991	41796	59324
992	41843	59288
993	41878	59235
994	41922	59196
995	41980	59176
996	42016	59126
997	42055	59080
998	42092	59031
999	42132	58986
1000	42173	58941
1001	42209	58891
1002	42250	58847
1003	42289	58801
1004	42323	58747
1005	42360	58698
1006	42393	58643
1007	42428	58592
1008	42466	58544
1009	42506	58499
1010	42544	58451
1011	42573	58391
1012	42607	58337
1013	42640	58283
1014	42677	58234
1015	42713	58184
1016	42747	58132
1017	42779	58076
1018	42814	58024
1019	42848	57971
1020	42892	57932
1021	42932	57887
1022	42977	57848
1023	43017	57804
1024	43055	57757
1025	43096	57714
1026	43130	57661
1027	43170	57617
1028	43206	57567
1029	43245	57520
1030	43286	57478
1031	43324	57430
1032	43360	57380
1033	43396	57330
1034	43430	57278
1035	43464	57225
1036	43505	57181
1037	43539	57129
1038	43575	57080
1039	43610	57029
1040	43643	56975
1041	43676	56922
1042	43710	56869
1043	43752	56827
1044	43786	56775
1045	43818	56720
1046	43848	56664
1047	43882	56611
1048	43916	56560
1049	43948	56505
1050	43981	56452
1051	44014	56398
1052	44046	56343
1053	44075	56285
1054	44105	56229
1055	44141	56180
1056	44172	56124
1057	44209	56076
1058	44239	56019
1059	44268	55961
1060	44298	55905
1061	44332	55853
1062	44364	55800
1063	44397	55747
1064	44433	55698
1065	44465	55643
1066	44499	55593
1067	44532	55540
1068	44565	55487
1069	44599	55437
1070	44632	55383
1071	44667	55333
1072	44700	55282
1073	44733	55230
1074	44768	55179
1075	44800	55126
1076	44837	55078
1077	44870	55027
1078	44907	54979
1079	44939	54926
1080	44976	54878
1081	45011	54829
1082	45048	54781
1083	45088	54737
1084	45124	54689
1085	45158	54638
1086	45194	54590
1087	45229	54541
1088	45261	54488
1089	45297	54440
1090	45336	54395
1091	45374	54349
1092	45413	54305
1093	45452	54259
1094	45487	54210
1095	45523	54163
1096	45563	54119
1097	45597	54069
1098	45629	54016
1099	45662	53965
1100	45699	53917
1101	45732	53866
1102	45763	53812
1103	45793	53758
1104	45824	53703
1105	45858	53653
1106	45888	53599
1107	45920	53546
1108	45953	53495
1109	45986	53443
1110	46019	53392
1111	46049	53338
1112	46086	53291
1113	46120	53241
1114	46155	53193
1115	46186	53139
1116	46217	53086
1117	46254	53039
1118	46287	52988
1119	46318	52935
1120	46354	52888
1121	46385	52835
1122	46417	52783
1123	46449	52731
1124	46482	52680
1125	46517	52631
1126	46549	52579
1127	46580	52527
1128	46611	52474
1129	46646	52425
1130	46679	52374
1131	46713	52326
1132	46747	52276
1133	46780	52225
1134	46812	52174
1135	46845	52124
1136	46885	52081
1137	46922	52035
1138	46962	51992
1139	46998	51945
1140	47036	51900
1141	47070	51851
1142	47105	51803
1143	47137	51751
1144	47174	51707
1145	47208	51657
1146	47238	51604
1147	47271	51554
1148	47305	51505
1149	47338	51455
1150	47380	51414
1151	47414	51365
1152	47451	51320
1153	47491	51277
1154	47529	51233
1155	47567	51188
1156	47610	51149
1157	47647	51103
1158	47683	51057
1159	47717	51008
1160	47755	50963
1161	47787	50913
1162	47822	50865
1163	47854	50814
1164	47890	50767
1165	47926	50721
1166	47959	50672
1167	47991	50621
1168	48025	50573
