iter	MAE
1665	1.263049616
1666	1.263029539
1667	1.263015237
1668	1.262985391
1669	1.262976495
1670	1.262944007
1671	1.262933789
1672	1.262925411
1673	1.262899674
1674	1.26287993
1675	1.262867672
1676	1.262860989
1677	1.262821739
1678	1.262812399
1679	1.262784881
1680	1.26277796
1681	1.262737686
1682	1.262726315
1683	1.262716367
1684	1.262706282
1685	1.262699615
1686	1.262674714
1687	1.262652549
1688	1.262626632
1689	1.262619524
1690	1.262610847
1691	1.262598512
1692	1.262562228
1693	1.262552922
1694	1.262544846
1695	1.262511977
1696	1.262503338
1697	1.262497338
1698	1.262490922
1699	1.26246594
1700	1.262459811
1701	1.262446991
1702	1.262442794
1703	1.262427476
1704	1.262415099
1705	1.262402298
1706	1.26238959
1707	1.262358153
1708	1.262339922
1709	1.262272482
1710	1.262267797
1711	1.262259836
1712	1.262247134
1713	1.262226363
1714	1.262192506
1715	1.26217126
1716	1.262147193
1717	1.262145317
1718	1.262131996
1719	1.262108532
1720	1.262064314
1721	1.262029746
1722	1.262011591
1723	1.261994405
1724	1.261969945
1725	1.261967182
1726	1.261962753
1727	1.261928488
1728	1.261905435
1729	1.261877442
1730	1.261866673
1731	1.261863684
1732	1.261857536
1733	1.261844551
1734	1.261824836
1735	1.261796653
1736	1.261775741
1737	1.261769121
1738	1.261751932
1739	1.261740606
1740	1.261710002
1741	1.261685831
1742	1.26166722
1743	1.261657652
1744	1.261650203
1745	1.261630613
1746	1.261613896
1747	1.261605591
1748	1.26158924
1749	1.261584219
1750	1.261578524
1751	1.261563655
1752	1.261559951
1753	1.261554321
1754	1.261529587
1755	1.261506947
1756	1.26146182
1757	1.26145284
1758	1.261442513
1759	1.261435029
1760	1.261433798
1761	1.261404922
1762	1.261394636
1763	1.261365069
1764	1.261357694
1765	1.261345966
1766	1.261329044
1767	1.261303158
1768	1.26128282
1769	1.261260958
1770	1.26123128
1771	1.261219526
1772	1.261201985
1773	1.261185533
1774	1.261179014
1775	1.261138273
1776	1.261126108
1777	1.261100626
1778	1.261086441
1779	1.261076573
1780	1.261067167
1781	1.26106232
1782	1.261010813
1783	1.260986838
1784	1.26098156
1785	1.260975542
1786	1.260972183
1787	1.260932012
1788	1.260919167
1789	1.260898687
1790	1.260869982
1791	1.2608434
1792	1.260822633
1793	1.260820109
1794	1.260789973
1795	1.260737864
1796	1.260723364
1797	1.260704256
1798	1.2606947
1799	1.260684577
1800	1.260678531
1801	1.260648637
1802	1.260642226
1803	1.260640502
1804	1.26059493
1805	1.260577406
1806	1.260546774
1807	1.260541757
1808	1.260539199
1809	1.260528559
1810	1.260506362
1811	1.260472675
1812	1.260449132
1813	1.260441794
1814	1.260424712
1815	1.260419494
1816	1.26041148
1817	1.260402978
1818	1.260393923
1819	1.260346999
1820	1.260331961
1821	1.260319875
1822	1.260298963
1823	1.26027109
1824	1.260223608
1825	1.26021939
1826	1.260207422
1827	1.260196743
1828	1.260188624
1829	1.260155364
1830	1.260118063
1831	1.260079505
1832	1.260068014
1833	1.260031138
1834	1.260002475
1835	1.25997454
1836	1.259943059
1837	1.25992109
1838	1.259889682
1839	1.259885551
1840	1.259833397
1841	1.259814086
1842	1.259781286
1843	1.259745889
1844	1.259728664
1845	1.259722624
1846	1.259705538
1847	1.259689502
1848	1.259678417
1849	1.259661646
1850	1.259631721
1851	1.25961877
1852	1.259602767
1853	1.259583965
1854	1.259571266
1855	1.259567114
1856	1.25954246
1857	1.259539592
1858	1.259516007
1859	1.25950433
1860	1.259468412
1861	1.259446939
1862	1.259433647
1863	1.259398904
1864	1.259384399
1865	1.259377984
1866	1.259361174
1867	1.259345539
1868	1.259323451
1869	1.259299412
1870	1.25929167
1871	1.259273241
1872	1.259248599
1873	1.259236201
1874	1.259197241
1875	1.259180423
1876	1.259160594
1877	1.259147347
1878	1.25911968
1879	1.259061651
1880	1.259054777
1881	1.259045646
1882	1.259040581
1883	1.259036424
1884	1.259003038
1885	1.258991858
1886	1.258984467
1887	1.25896287
1888	1.258948787
1889	1.258929025
1890	1.258905906
1891	1.258896949
1892	1.258892345
1893	1.258864643
1894	1.258851365
1895	1.258846595
1896	1.258829751
1897	1.258799547
1898	1.258793081
1899	1.258762463
1900	1.25872645
1901	1.258693828
1902	1.258678119
1903	1.258664602
1904	1.258654603
1905	1.258627045
1906	1.258617094
1907	1.258564993
1908	1.258546505
1909	1.258533994
1910	1.258512591
1911	1.258501725
1912	1.258493305
1913	1.258484594
1914	1.258458587
1915	1.258435942
1916	1.258431046
1917	1.258425026
1918	1.258405213
1919	1.258399732
1920	1.258393693
1921	1.258378576
1922	1.258363503
1923	1.258316458
1924	1.258309039
1925	1.258284325
1926	1.258254227
1927	1.258223816
1928	1.258217381
1929	1.258198732
1930	1.258174177
1931	1.258160795
1932	1.258151739
1933	1.258133008
1934	1.258120699
1935	1.258115043
1936	1.258104072
1937	1.258091228
1938	1.258077108
1939	1.258065793
1940	1.258040252
1941	1.25801626
1942	1.258003592
1943	1.257991375
1944	1.257936538
1945	1.257931816
1946	1.25792941
1947	1.257910344
1948	1.257876225
1949	1.257853628
1950	1.257830025
1951	1.257818286
1952	1.257792782
1953	1.257783572
1954	1.257763489
1955	1.25774005
1956	1.257713792
1957	1.257697338
1958	1.257680449
1959	1.257668706
1960	1.257637432
1961	1.257627292
1962	1.257616733
1963	1.257603221
1964	1.257586123
1965	1.257574108
1966	1.257540558
1967	1.257497076
1968	1.257460113
1969	1.257436875
1970	1.257422754
1971	1.257406637
1972	1.257383553
1973	1.257375302
1974	1.257367945
1975	1.257357339
1976	1.257352072
1977	1.257348893
1978	1.257332319
1979	1.257324139
1980	1.257307275
1981	1.257298129
1982	1.257271694
1983	1.257265921
1984	1.257260647
1985	1.257253785
1986	1.257246182
1987	1.257232762
1988	1.25720673
1989	1.257197226
1990	1.25719199
1991	1.257185814
1992	1.257180336
1993	1.25716669
1994	1.257156179
1995	1.257118726
1996	1.257103075
1997	1.25707223
1998	1.257065031
1999	1.257056905
2000	1.257018862
2001	1.257012181
2002	1.257004936
2003	1.256999507
2004	1.256996796
2005	1.256978883
2006	1.256975948
2007	1.256940619
2008	1.256936466
2009	1.25692444
2010	1.256918187
2011	1.256905481
2012	1.256898464
2013	1.256876125
2014	1.256868101
2015	1.256866302
2016	1.256862357
2017	1.256843375
2018	1.256832611
2019	1.256811962
2020	1.256774189
2021	1.256748988
2022	1.256744386
2023	1.256717983
2024	1.256708097
2025	1.256695401
2026	1.256665919
2027	1.256656444
2028	1.256644553
2029	1.256639273
2030	1.256603644
2031	1.25656179
2032	1.256550807
2033	1.256547194
2034	1.256543362
2035	1.256531355
2036	1.25652229
2037	1.256514947
2038	1.256512105
2039	1.256494125
2040	1.256468075
2041	1.25646175
2042	1.256444895
2043	1.256440077
2044	1.256435364
2045	1.256430295
2046	1.256423236
2047	1.256405369
2048	1.256398881
2049	1.256392662
2050	1.256370552
2051	1.25635101
2052	1.256327561
2053	1.256311646
2054	1.256307592
2055	1.256291308
2056	1.25628719
2057	1.256252004
2058	1.256245667
2059	1.256239865
2060	1.256211293
2061	1.256196159
2062	1.256167017
2063	1.256161618
2064	1.256144141
2065	1.25611215
2066	1.256099787
2067	1.256097193
2068	1.256069346
2069	1.256056391
2070	1.256050727
2071	1.256034845
2072	1.256031279
2073	1.256029069
2074	1.256027667
2075	1.256013533
2076	1.25601037
2077	1.256009015
2078	1.255987128
2079	1.25597797
2080	1.255974613
2081	1.255963376
2082	1.255952091
2083	1.25594077
2084	1.255939382
2085	1.255935528
2086	1.25593158
2087	1.255913153
2088	1.255893612
2089	1.255888394
2090	1.25587012
2091	1.255860584
2092	1.255828282
2093	1.255802835
2094	1.255780123
2095	1.255761312
2096	1.25575679
2097	1.255753799
2098	1.255748423
2099	1.255745936
2100	1.255735441
2101	1.25573338
2102	1.255719755
2103	1.255706813
2104	1.25570377
2105	1.255696872
2106	1.255677301
2107	1.255662987
2108	1.255630155
2109	1.255606732
2110	1.255579516
2111	1.255566435
2112	1.255541403
2113	1.255531894
2114	1.255519189
2115	1.255499165
2116	1.255489437
2117	1.255481741
2118	1.255480742
2119	1.255464806
2120	1.255453813
2121	1.255444455
2122	1.255436229
2123	1.255431384
2124	1.255407041
2125	1.255386195
2126	1.255364971
2127	1.255358036
2128	1.255323805
2129	1.255298259
2130	1.255275429
2131	1.255267916
2132	1.255264959
2133	1.255253079
2134	1.255241399
2135	1.255229769
2136	1.255205159
2137	1.255195404
2138	1.255175512
2139	1.255169184
2140	1.255156996
2141	1.255127831
2142	1.255123263
2143	1.255111366
2144	1.255109503
2145	1.255107004
2146	1.255103812
2147	1.255097217
2148	1.255069568
2149	1.255059862
2150	1.255054331
2151	1.255041141
2152	1.255032229
2153	1.255017722
2154	1.255011716
2155	1.254996255
2156	1.254976022
2157	1.254957943
2158	1.254953668
2159	1.254917327
2160	1.254903953
2161	1.254865549
2162	1.254848186
2163	1.254836969
2164	1.254827258
2165	1.254816859
2166	1.25480405
2167	1.254789713
2168	1.254777051
2169	1.254750436
2170	1.254729801
2171	1.254712524
2172	1.254705661
2173	1.254688248
2174	1.25462447
2175	1.254612142
2176	1.254593023
2177	1.254586186
2178	1.254583901
2179	1.254580223
2180	1.254549015
2181	1.254524344
2182	1.254520448
2183	1.25451294
2184	1.254487884
2185	1.254472896
2186	1.254451658
2187	1.254446059
2188	1.254419411
2189	1.254415657
2190	1.254409706
2191	1.254376447
2192	1.25436857
2193	1.25435424
2194	1.254344404
2195	1.254329354
2196	1.254318261
2197	1.254303344
2198	1.25429101
2199	1.254266824
2200	1.254262666
2201	1.254249093
2202	1.254232837
2203	1.254197539
2204	1.254183607
2205	1.254165776
2206	1.254145652
2207	1.254128987
2208	1.254120341
2209	1.254114475
2210	1.254098576
2211	1.254097706
2212	1.25407315
2213	1.254064822
2214	1.254056002
2215	1.25402527
2216	1.254019121
2217	1.254008516
2218	1.253966064
2219	1.253958003
2220	1.253953311
2221	1.253945299
2222	1.253928258
2223	1.253925516
2224	1.25390348
2225	1.253878906
2226	1.253876538
2227	1.253872017
2228	1.253867716
2229	1.253866628
2230	1.253853308
2231	1.253836195
2232	1.253822831
2233	1.25379912
2234	1.253789337
2235	1.253781397
2236	1.253765523
2237	1.25375834
2238	1.253754598
2239	1.253720303
2240	1.253696851
2241	1.253661113
2242	1.253647905
2243	1.25362337
2244	1.253614075
2245	1.253601209
2246	1.253571204
2247	1.25356722
2248	1.253565712
2249	1.253548789
2250	1.253548388
2251	1.253543672
2252	1.253538903
2253	1.253536172
2254	1.253531537
2255	1.253521014
2256	1.253502207
2257	1.253489018
2258	1.253482705
2259	1.253474895
2260	1.25346705
2261	1.253456406
2262	1.253440811
2263	1.253412943
2264	1.253410087
2265	1.253400412
2266	1.253384151
2267	1.253350188
2268	1.253333897
2269	1.25332248
2270	1.253314322
2271	1.253309636
2272	1.253267321
2273	1.253261128
2274	1.253257131
2275	1.253249436
2276	1.253245177
2277	1.253221129
2278	1.253215827
2279	1.253204718
2280	1.25319817
2281	1.253194132
2282	1.253176563
2283	1.253171012
2284	1.253168271
2285	1.253152901
2286	1.25314443
2287	1.253107224
2288	1.253096319
2289	1.25307694
2290	1.253066572
2291	1.253045386
2292	1.253028828
2293	1.252999683
2294	1.252986801
2295	1.252979241
2296	1.252977123
2297	1.252972676
2298	1.25296211
2299	1.252953627
2300	1.252950519
2301	1.252946795
2302	1.252929255
2303	1.252922574
2304	1.252893967
2305	1.252881306
2306	1.25287213
2307	1.252868409
2308	1.25285856
2309	1.252843554
2310	1.252828087
2311	1.252802874
2312	1.252797723
2313	1.252796998
2314	1.252788128
2315	1.252781081
2316	1.252771426
2317	1.252765704
2318	1.252753355
2319	1.25273642
2320	1.252724205
2321	1.252717428
2322	1.252707088
2323	1.252667897
2324	1.25266309
2325	1.252643552
2326	1.252640631
2327	1.252624607
2328	1.252613506
2329	1.252605014
2330	1.252600334
2331	1.252593223
2332	1.252586996
2333	1.252578618
2334	1.252563045
2335	1.252525373
2336	1.252478916
2337	1.252474073
2338	1.252459738
2339	1.252433264
2340	1.252401473
2341	1.252390691
2342	1.252378573
2343	1.252374324
2344	1.252372936
2345	1.252364085
2346	1.252356989
2347	1.252351363
2348	1.252349952
2349	1.252315117
2350	1.252309003
2351	1.252303988
2352	1.252287507
2353	1.252263367
2354	1.252259859
2355	1.252237815
2356	1.252233963
2357	1.25221535
2358	1.252192121
2359	1.252172017
2360	1.2521465
2361	1.25213357
2362	1.252124524
2363	1.252121295
2364	1.252108379
2365	1.252086323
2366	1.25207317
2367	1.252043618
2368	1.252041807
2369	1.252015768
2370	1.25199971
2371	1.251993319
2372	1.251988858
2373	1.251983575
2374	1.251971942
2375	1.251963498
2376	1.251955785
2377	1.251934207
2378	1.251924061
2379	1.251913164
2380	1.251905675
2381	1.251886664
2382	1.251884866
2383	1.251863998
2384	1.251858531
2385	1.251842855
2386	1.251830244
2387	1.251813449
2388	1.2518106
2389	1.251801963
2390	1.251788277
2391	1.251776661
2392	1.251774024
2393	1.251741344
2394	1.251731516
2395	1.251721218
2396	1.251714568
2397	1.251709483
2398	1.251686772
2399	1.251679617
