iter	MAE
747	1.283904677
748	1.283848207
749	1.283839823
750	1.283817525
751	1.283809925
752	1.283790048
753	1.283773439
754	1.283764551
755	1.283739639
756	1.283716571
757	1.28370333
758	1.283674007
759	1.283652364
760	1.283618458
761	1.283605089
762	1.283579532
763	1.283545491
764	1.283532551
765	1.283498902
766	1.2834788
767	1.283444801
768	1.283423829
769	1.28340501
770	1.283392019
771	1.28336754
772	1.28330552
773	1.283291963
774	1.283263397
775	1.283217521
776	1.283138485
777	1.283061573
778	1.283030967
779	1.282984632
780	1.282952929
781	1.282935459
782	1.28292807
783	1.282918015
784	1.28288736
785	1.282853209
786	1.282839156
787	1.282820952
788	1.282788422
789	1.282753652
790	1.282726832
791	1.282700258
792	1.28268441
793	1.282672374
794	1.282609909
795	1.2825768
796	1.282557013
797	1.282539322
798	1.282469881
799	1.282413547
800	1.282365913
801	1.282355245
802	1.282338042
803	1.282277793
804	1.282261495
805	1.282237388
806	1.282228353
807	1.282216414
808	1.282126114
809	1.282100989
810	1.282024988
811	1.281998337
812	1.28197292
813	1.281960268
814	1.281921392
815	1.281887936
816	1.281842239
817	1.281827061
818	1.281780159
819	1.281721909
820	1.28169688
821	1.281676204
822	1.281661259
823	1.281654879
824	1.281614073
825	1.281565551
826	1.281526177
827	1.281488668
828	1.281473031
829	1.281467066
830	1.281458399
831	1.281431487
832	1.281420621
833	1.281404033
834	1.281382265
835	1.281350115
836	1.281344408
837	1.281335267
838	1.281287506
839	1.281233289
840	1.281219057
841	1.281193926
842	1.28118507
843	1.281164605
844	1.281142841
845	1.281088339
846	1.281065107
847	1.28099876
848	1.280951994
849	1.280896495
850	1.28085845
851	1.280847039
852	1.280836864
853	1.280803493
854	1.28072348
855	1.280693225
856	1.280682306
857	1.280633634
858	1.280622405
859	1.280606175
860	1.280580314
861	1.280565926
862	1.280535207
863	1.280515143
864	1.280474503
865	1.28044937
866	1.280432672
867	1.28041615
868	1.280390253
869	1.280355338
870	1.280333905
871	1.280305505
872	1.280292062
873	1.28027201
874	1.280232171
875	1.280198296
876	1.280178234
877	1.280123358
878	1.280096149
879	1.280073706
880	1.280046462
881	1.280026486
882	1.27998138
883	1.279972162
884	1.279934249
885	1.279913706
886	1.279855107
887	1.279822299
888	1.279808957
889	1.279800706
890	1.279719806
891	1.279693425
892	1.279682771
893	1.279661439
894	1.279635559
895	1.279625888
896	1.279603809
897	1.279593197
898	1.279564213
899	1.279510888
900	1.279467955
901	1.279429678
902	1.279404096
903	1.279393278
904	1.279384702
905	1.279369223
906	1.279344754
907	1.279317354
908	1.279302474
909	1.279229683
910	1.279205853
911	1.279180026
912	1.279156583
913	1.279140897
914	1.279113246
915	1.27910893
916	1.279092913
917	1.279067959
918	1.279048053
919	1.279018842
920	1.278994609
921	1.278978515
922	1.278942357
923	1.278937374
924	1.278890038
925	1.278857152
926	1.278831582
927	1.278817199
928	1.278777018
929	1.278705527
930	1.278689642
931	1.278664344
932	1.278652655
933	1.278632503
934	1.278625758
935	1.27859433
936	1.278579344
937	1.278566984
938	1.278533542
939	1.278485951
940	1.278450988
941	1.278446074
942	1.278378399
943	1.278355633
944	1.278333679
945	1.278281766
946	1.278272466
947	1.278242371
948	1.278218515
949	1.278211179
950	1.278191208
951	1.278181455
952	1.278146234
953	1.278109321
954	1.278081728
955	1.278063699
956	1.278052806
957	1.278037919
958	1.278001235
959	1.277994091
960	1.277961398
961	1.277932632
962	1.27789251
963	1.277880398
964	1.277846719
965	1.277825093
966	1.277785923
967	1.277775295
968	1.277740146
969	1.277726743
970	1.277697865
971	1.277690253
972	1.277661273
973	1.277643145
974	1.277621026
975	1.277600592
976	1.27756481
977	1.277530279
978	1.27749335
979	1.277476415
980	1.277463342
981	1.277441454
982	1.27739979
983	1.277369985
984	1.277336269
985	1.27731908
986	1.277302526
987	1.27729547
988	1.277283492
989	1.277250136
990	1.27723012
991	1.277204736
992	1.27715977
993	1.277146443
994	1.277126685
995	1.277114617
996	1.277087411
997	1.277074939
998	1.277045414
999	1.277020351
1000	1.276994443
1001	1.276949275
1002	1.276917741
1003	1.276834486
1004	1.276821369
1005	1.276801871
1006	1.276788336
1007	1.276777576
1008	1.276729846
1009	1.276719895
1010	1.276641294
1011	1.276632955
1012	1.276601393
1013	1.276592432
1014	1.276554966
1015	1.276531607
1016	1.276489948
1017	1.27648151
1018	1.276470799
1019	1.276453079
1020	1.276438594
1021	1.276416259
1022	1.27639218
1023	1.27636291
1024	1.276333238
1025	1.276314489
1026	1.27630378
1027	1.276271222
1028	1.2762652
1029	1.276230473
1030	1.276193865
1031	1.276167628
1032	1.276147484
1033	1.276073262
1034	1.276063765
1035	1.276049353
1036	1.276007689
1037	1.276001043
1038	1.275982418
1039	1.275963342
1040	1.275947892
1041	1.275930403
1042	1.275910959
1043	1.275854497
1044	1.275846887
1045	1.275836208
1046	1.275827976
1047	1.275788882
1048	1.275774266
1049	1.275748789
1050	1.275737204
1051	1.275725429
1052	1.275685109
1053	1.275675239
1054	1.275656943
1055	1.275608935
1056	1.275579258
1057	1.27554655
1058	1.275538104
1059	1.275531002
1060	1.275484657
1061	1.275465043
1062	1.275445908
1063	1.275435548
1064	1.275407422
1065	1.275391467
1066	1.275359978
1067	1.275335433
1068	1.275322766
1069	1.275311754
1070	1.275294539
1071	1.275272408
1072	1.275248575
1073	1.27523882
1074	1.275213671
1075	1.275205087
1076	1.275187544
1077	1.275135224
1078	1.275126573
1079	1.275123342
1080	1.275102777
1081	1.27507939
1082	1.275068454
1083	1.275040334
1084	1.275014763
1085	1.275002085
1086	1.274980186
1087	1.274969551
1088	1.274963903
1089	1.274950711
1090	1.274914752
1091	1.274881228
1092	1.274865865
1093	1.27485787
1094	1.274835475
1095	1.274803596
1096	1.274781747
1097	1.274745874
1098	1.274727431
1099	1.274712725
1100	1.274683357
1101	1.274665637
1102	1.274654177
1103	1.274642124
1104	1.274624136
1105	1.274613999
1106	1.274605559
1107	1.274588044
1108	1.274565386
1109	1.274532489
1110	1.2745084
1111	1.274499529
1112	1.274464916
1113	1.274428622
1114	1.274398433
1115	1.274393307
1116	1.274380085
1117	1.274346382
1118	1.274334833
1119	1.274314862
1120	1.274276874
1121	1.274257355
1122	1.274230132
1123	1.274216838
1124	1.274174512
1125	1.274121009
1126	1.274106939
1127	1.27409155
1128	1.274040453
1129	1.274021522
1130	1.273998605
1131	1.273940502
1132	1.273920712
1133	1.273873006
1134	1.273864163
1135	1.273858169
1136	1.27384909
1137	1.27380818
1138	1.273769119
1139	1.273754155
1140	1.273733127
1141	1.273682721
1142	1.273658208
1143	1.273636391
1144	1.273611481
1145	1.273600541
1146	1.273584933
1147	1.273572498
1148	1.273561278
1149	1.273547026
1150	1.27351616
1151	1.273511019
1152	1.273500036
1153	1.273494368
1154	1.27345653
1155	1.273444614
1156	1.273434026
1157	1.273417755
1158	1.273411277
1159	1.273403546
1160	1.273360923
1161	1.273350414
1162	1.273318275
1163	1.273307435
1164	1.273290581
1165	1.273252202
1166	1.273209409
1167	1.273181912
1168	1.273144464
1169	1.273138361
1170	1.273120445
1171	1.273097999
1172	1.273079393
1173	1.273068698
1174	1.273040462
1175	1.273022946
1176	1.272993685
1177	1.272977936
1178	1.272972549
1179	1.272938897
1180	1.272934239
1181	1.272928801
1182	1.272910517
1183	1.272860393
1184	1.272840222
1185	1.272832452
1186	1.272820921
1187	1.272781561
1188	1.272745241
1189	1.272727996
1190	1.272722224
1191	1.272710626
1192	1.272696953
1193	1.272685701
1194	1.272664294
1195	1.27264853
1196	1.272627572
1197	1.272606553
1198	1.27259777
1199	1.272537303
1200	1.272495732
1201	1.27248261
1202	1.272446714
1203	1.272436429
1204	1.272413015
1205	1.272375962
1206	1.272364565
1207	1.272344233
1208	1.272333993
1209	1.272285817
1210	1.27228133
1211	1.272226574
1212	1.272210872
1213	1.272200111
1214	1.272163358
1215	1.272153219
1216	1.27214533
1217	1.272131658
1218	1.272083958
1219	1.272052212
1220	1.272045911
1221	1.272032818
1222	1.272024072
1223	1.272003619
1224	1.271993338
1225	1.271967788
1226	1.271960533
1227	1.271949165
1228	1.271921006
1229	1.27188175
1230	1.271874899
1231	1.271868003
1232	1.271856615
1233	1.271787426
1234	1.271756632
1235	1.271736607
1236	1.271726941
1237	1.271718154
1238	1.271698431
1239	1.271658373
1240	1.271643668
1241	1.271611318
1242	1.271586588
1243	1.271576844
1244	1.271567244
1245	1.271516257
1246	1.271471255
1247	1.271456872
1248	1.27144677
1249	1.271413969
1250	1.271383108
1251	1.27137644
1252	1.271318967
1253	1.27127177
1254	1.271256128
1255	1.271249911
1256	1.271232219
1257	1.271180597
1258	1.271167674
1259	1.271157752
1260	1.2711405
1261	1.271110422
1262	1.271103867
1263	1.271096199
1264	1.271071661
1265	1.271062133
1266	1.271031999
1267	1.270981384
1268	1.270946927
1269	1.270928839
1270	1.270917827
1271	1.270905459
1272	1.270868433
1273	1.270859445
1274	1.270843346
1275	1.270821121
1276	1.270792159
1277	1.270772476
1278	1.270746703
1279	1.270728033
1280	1.270704862
1281	1.270686596
1282	1.27067985
1283	1.270660663
1284	1.27064211
1285	1.270632595
1286	1.270609402
1287	1.27058462
1288	1.270580243
1289	1.270567383
1290	1.270545061
1291	1.270534943
1292	1.270489958
1293	1.270484289
1294	1.270454299
1295	1.27045009
1296	1.270443907
1297	1.270433949
1298	1.27040597
1299	1.270397959
1300	1.270358857
1301	1.270350226
1302	1.270294167
1303	1.270278199
1304	1.270258902
1305	1.27023055
1306	1.270212047
1307	1.270205215
1308	1.270200709
1309	1.270177547
1310	1.270173746
1311	1.270141046
1312	1.270128163
1313	1.270097948
1314	1.270081323
1315	1.270030145
1316	1.270021973
1317	1.270000523
1318	1.269987144
1319	1.269957538
1320	1.269942787
1321	1.269938894
1322	1.269930315
1323	1.269921365
1324	1.269901393
1325	1.26988372
1326	1.269869451
1327	1.269843108
1328	1.269837406
1329	1.269820679
1330	1.269789518
1331	1.269774718
1332	1.269753151
1333	1.269719391
1334	1.26970346
1335	1.269673932
1336	1.269670859
1337	1.269613158
1338	1.26960146
1339	1.269552443
1340	1.269524215
1341	1.269518899
1342	1.269509471
1343	1.269490551
1344	1.269479596
1345	1.269439776
1346	1.269423645
1347	1.269396454
1348	1.269373844
1349	1.269345164
1350	1.269332415
1351	1.269298643
1352	1.269268194
1353	1.269254775
1354	1.26924025
1355	1.269216615
1356	1.269195967
1357	1.26917914
1358	1.269170353
1359	1.269162812
1360	1.269159544
1361	1.269140711
1362	1.269122429
1363	1.26908941
1364	1.269084622
1365	1.269051657
1366	1.269007287
1367	1.268986844
1368	1.268972163
1369	1.268969056
1370	1.268962278
1371	1.268918103
1372	1.268900661
1373	1.268885993
1374	1.268854682
1375	1.268839357
1376	1.268781392
1377	1.268777499
1378	1.268733247
1379	1.268727315
1380	1.268719331
1381	1.268705721
1382	1.268679698
1383	1.268655
1384	1.268651204
1385	1.268634487
1386	1.26858593
1387	1.268573222
1388	1.268554221
1389	1.268535325
1390	1.268521582
1391	1.268509289
1392	1.268486341
1393	1.268468776
1394	1.268459423
1395	1.268420096
1396	1.268401879
1397	1.268368407
1398	1.268343456
1399	1.268334225
1400	1.268319808
1401	1.268279765
1402	1.268240592
1403	1.268212806
1404	1.268202543
1405	1.268166904
1406	1.268153736
1407	1.268127382
1408	1.268099428
1409	1.268082095
1410	1.268058579
1411	1.267987278
1412	1.267976114
1413	1.267927555
1414	1.267906548
1415	1.26788987
1416	1.267854775
1417	1.267795482
1418	1.267756911
1419	1.267730098
1420	1.26766867
1421	1.267615165
1422	1.267598532
1423	1.267567045
1424	1.267552696
1425	1.26754236
1426	1.267530337
1427	1.26751157
1428	1.267500621
1429	1.267457984
1430	1.267424834
1431	1.267411553
1432	1.267397014
1433	1.267380537
1434	1.267358499
1435	1.267346843
1436	1.267327467
1437	1.26729948
1438	1.267276284
1439	1.26726809
1440	1.267262727
1441	1.267241512
1442	1.267212718
1443	1.267192611
1444	1.267175295
1445	1.267166081
1446	1.267136972
1447	1.267101683
1448	1.267086128
1449	1.267047482
1450	1.267037889
1451	1.267017276
1452	1.266994854
1453	1.266982345
1454	1.266947422
1455	1.266918386
1456	1.266889518
1457	1.266869665
1458	1.266855194
1459	1.266846384
1460	1.266828718
1461	1.266793496
1462	1.266787498
1463	1.266752211
1464	1.266743663
1465	1.266715962
1466	1.266707867
1467	1.266686782
1468	1.266659064
1469	1.266647836
1470	1.26663611
1471	1.266608261
1472	1.266592376
1473	1.266580989
1474	1.266573002
1475	1.266546583
1476	1.266527038
1477	1.266508714
1478	1.266494284
1479	1.266476331
1480	1.266456315
1481	1.266407297
1482	1.266393115
1483	1.266388285
1484	1.266376438
1485	1.266354458
1486	1.266343447
1487	1.266325297
1488	1.266293178
1489	1.266252889
1490	1.266248451
1491	1.26623936
1492	1.266221251
1493	1.26620026
1494	1.266188928
1495	1.266149993
1496	1.266128
1497	1.266116507
1498	1.266110111
1499	1.266101077
1500	1.266092197
1501	1.26608517
1502	1.266055515
1503	1.266021258
1504	1.265990086
1505	1.26597057
1506	1.265959559
1507	1.265930708
1508	1.265916027
1509	1.265907987
1510	1.265901857
1511	1.265892762
1512	1.265883914
1513	1.265862297
1514	1.265844437
1515	1.265839744
1516	1.26579473
1517	1.265771334
1518	1.265750992
1519	1.265726628
1520	1.265695919
1521	1.265665905
1522	1.265641947
1523	1.265631432
1524	1.265620235
1525	1.265595017
1526	1.265558377
1527	1.265523853
1528	1.26550672
1529	1.265481008
1530	1.265459806
1531	1.265441902
1532	1.265433657
1533	1.265425682
1534	1.265417796
1535	1.265412078
1536	1.265377052
1537	1.265361627
1538	1.265313707
1539	1.265295371
1540	1.265258505
1541	1.265237747
1542	1.265214721
1543	1.265189225
1544	1.265140719
1545	1.26512915
1546	1.265107867
1547	1.265095747
1548	1.265078692
1549	1.265074925
1550	1.265063963
1551	1.265056036
1552	1.265042086
1553	1.265016071
1554	1.264981251
1555	1.264957272
1556	1.26495038
1557	1.264930395
1558	1.264915044
1559	1.264889671
1560	1.264849569
1561	1.26483465
1562	1.264798174
1563	1.264792953
1564	1.264784446
1565	1.264775771
1566	1.26474772
1567	1.264736112
1568	1.264724785
1569	1.264700958
1570	1.264667984
1571	1.264660647
1572	1.264654525
1573	1.264617712
1574	1.264609393
1575	1.264596864
1576	1.264594184
1577	1.264543519
1578	1.264527699
1579	1.264523742
1580	1.264517236
1581	1.264496622
1582	1.264488221
1583	1.264442035
1584	1.264427809
1585	1.264413937
1586	1.264362247
1587	1.264351055
1588	1.264329374
1589	1.264315235
1590	1.264309069
1591	1.264299872
1592	1.264269677
1593	1.264261567
1594	1.26425688
1595	1.264234163
1596	1.264195505
1597	1.264189972
1598	1.264186577
1599	1.26416035
1600	1.264140831
1601	1.264107111
1602	1.264094689
1603	1.26407316
1604	1.264062346
1605	1.264006027
1606	1.26399513
1607	1.263960681
1608	1.263950018
1609	1.263940169
1610	1.263924755
1611	1.263902813
1612	1.263894859
1613	1.263886693
1614	1.263870859
1615	1.263840653
1616	1.263829817
1617	1.263820872
1618	1.26377193
1619	1.263755364
1620	1.263733444
1621	1.26372271
1622	1.263698797
1623	1.263693215
1624	1.263679008
1625	1.263666723
1626	1.263653966
1627	1.26363917
1628	1.263627201
1629	1.263583206
1630	1.263559362
1631	1.263553898
1632	1.263547469
1633	1.263545566
1634	1.263529624
1635	1.263525208
1636	1.263515108
1637	1.263508232
1638	1.263493492
1639	1.263487175
1640	1.263468976
1641	1.263437641
1642	1.26342017
1643	1.263416563
1644	1.263397322
1645	1.263390516
1646	1.263389493
1647	1.263356477
1648	1.26334211
1649	1.263326631
1650	1.263296812
1651	1.263282719
1652	1.26325989
1653	1.263232679
1654	1.263226616
1655	1.263213018
1656	1.263211466
1657	1.263204806
1658	1.263171134
1659	1.263163555
1660	1.263147248
1661	1.263141634
1662	1.263122428
1663	1.263114692
1664	1.263097616
